"from","to","id","col","score","result","compare"
"IN","IN","5","state","True","True","True"
"7","7","6","index","True","True","True"
"2260","2260","6","id","True","True","True"
"Lake Street Express","Lake Street Express","6","beer_name","True","True","True"
"American Pale Ale (APA)","American Pale Ale (APA)","6","style","True","True","True"
"12.0 oz.","12","6","ounces","False","False","False"
"0.045%","0.045","6","abv","False","False","False"
"N/A","","6","ibu","False","False","False"
"177","177","6","brewery_id","True","True","True"
"18th Street Brewery","18th Street Brewery","6","brewery_name","True","True","True"
"Gary","Gary","6","city","True","True","True"
"IN","IN","6","state","True","True","True"
"8","8","7","index","True","True","True"
"2259","2259","7","id","True","True","True"
"Foreman","Foreman","7","beer_name","True","True","True"
"American Porter","American Porter","7","style","True","True","True"
"12.0 ounce","12","7","ounces","False","False","False"
"0.065","0.065","7","abv","True","True","True"
"N/A","","7","ibu","False","False","False"
"177","177","7","brewery_id","True","True","True"
"18th Street Brewery","18th Street Brewery","7","brewery_name","True","True","True"
"Gary","Gary","7","city","True","True","True"
"IN","IN","7","state","True","True","True"
"9","9","8","index","True","True","True"
"2258","2258","8","id","True","True","True"
"Jade","Jade","8","beer_name","True","True","True"
"American Pale Ale (APA)","American Pale Ale (APA)","8","style","True","True","True"
"12.0 oz.","12","8","ounces","False","False","False"
"0.055","0.055","8","abv","True","True","True"
"N/A","","8","ibu","False","False","False"
"177","177","8","brewery_id","True","True","True"
"18th Street Brewery","18th Street Brewery","8","brewery_name","True","True","True"
"Gary","Gary","8","city","True","True","True"
"IN","IN","8","state","True","True","True"
"10","10","9","index","True","True","True"
"2131","2131","9","id","True","True","True"
"Cone Crusher","Cone Crusher","9","beer_name","True","True","True"
"American Double / Imperial IPA","American Double / Imperial IPA","9","style","True","True","True"
"12.0 ounce","12","9","ounces","False","False","False"
"0.086","0.086","9","abv","True","True","True"
"N/A","","9","ibu","False","False","False"
"177","177","9","brewery_id","True","True","True"
"18th Street Brewery","18th Street Brewery","9","brewery_name","True","True","True"
"Gary","Gary","9","city","True","True","True"
"IN","IN","9","state","True","True","True"
"11","11","10","index","True","True","True"
"2099","2099","10","id","True","True","True"
"Sophomoric Saison","Sophomoric Saison","10","beer_name","True","True","True"
"Saison / Farmhouse Ale","Saison / Farmhouse Ale","10","style","True","True","True"
"12.0 oz.","12","10","ounces","False","False","False"
"0.072","0.072","10","abv","True","True","True"
"N/A","","10","ibu","False","False","False"
"177","177","10","brewery_id","True","True","True"
"18th Street Brewery","18th Street Brewery","10","brewery_name","True","True","True"
"Gary","Gary","10","city","True","True","True"
"IN","IN","10","state","True","True","True"
"12","12","11","index","True","True","True"
"2098","2098","11","id","True","True","True"
"Regional Ring Of Fire","Regional Ring Of Fire","11","beer_name","True","True","True"
"Saison / Farmhouse Ale","Saison / Farmhouse Ale","11","style","True","True","True"
"12.0 oz.","12","11","ounces","False","False","False"
"0.073","0.073","11","abv","True","True","True"
"N/A","","11","ibu","False","False","False"
"177","177","11","brewery_id","True","True","True"
"18th Street Brewery","18th Street Brewery","11","brewery_name","True","True","True"
"Gary","Gary","11","city","True","True","True"
"IN","IN","11","state","True","True","True"
"13","13","12","index","True","True","True"
"2097","2097","12","id","True","True","True"
"Garce Selé","Garce Selé","12","beer_name","True","True","True"
"Saison / Farmhouse Ale","Saison / Farmhouse Ale","12","style","True","True","True"
"12.0 OZ.","12","12","ounces","False","False","False"
"0.069%","0.069","12","abv","False","False","False"
"N/A","","12","ibu","False","False","False"
"177","177","12","brewery_id","True","True","True"
"18th Street Brewery","18th Street Brewery","12","brewery_name","True","True","True"
"Gary","Gary","12","city","True","True","True"
"IN","IN","12","state","True","True","True"
"14","14","13","index","True","True","True"
"1980","1980","13","id","True","True","True"
"Troll Destroyer","Troll Destroyer","13","beer_name","True","True","True"
"Belgian IPA","Belgian IPA","13","style","True","True","True"
"12.0 oz.","12","13","ounces","False","False","False"
"0.085","0.085","13","abv","True","True","True"
"N/A","","13","ibu","False","False","False"
"177","177","13","brewery_id","True","True","True"
"18th Street Brewery","18th Street Brewery","13","brewery_name","True","True","True"
"Gary","Gary","13","city","True","True","True"
"IN","IN","13","state","True","True","True"
"15","15","14","index","True","True","True"
"1979","1979","14","id","True","True","True"
"Bitter Bitch","Bitter Bitch","14","beer_name","True","True","True"
"American Pale Ale (APA)","American Pale Ale (APA)","14","style","True","True","True"
"12.0 ounce","12","14","ounces","False","False","False"
"0.061%","0.061","14","abv","False","False","False"
"60","60","14","ibu","True","True","True"
"177","177","14","brewery_id","True","True","True"
"18th Street Brewery","18th Street Brewery","14","brewery_name","True","True","True"
"Gary","Gary","14","city","True","True","True"
"IN","IN","14","state","True","True","True"
"16","16","15","index","True","True","True"
"2318","2318","15","id","True","True","True"
"Ginja Ninja","Ginja Ninja","15","beer_name","True","True","True"
"Cider","Cider","15","style","True","True","True"
"12.0 ounce","12","15","ounces","False","False","False"
"0.06","0.06","15","abv","True","True","True"
"N/A","","15","ibu","False","False","False"
"154","154","15","brewery_id","True","True","True"
"2 Towns Ciderhouse","2 Towns Ciderhouse","15","brewery_name","True","True","True"
"Corvallis","Corvallis","15","city","True","True","True"
"OR","OR","15","state","True","True","True"
"17","17","16","index","True","True","True"
"2170","2170","16","id","True","True","True"
"Cherried Away","Cherried Away","16","beer_name","True","True","True"
"Cider","Cider","16","style","True","True","True"
"12.0 oz.","12","16","ounces","False","False","False"
"0.06","0.06","16","abv","True","True","True"
"N/A","","16","ibu","False","False","False"
"154","154","16","brewery_id","True","True","True"
"2 Towns Ciderhouse","2 Towns Ciderhouse","16","brewery_name","True","True","True"
"Corvallis","Corvallis","16","city","True","True","True"
"OR","OR","16","state","True","True","True"
"18","18","17","index","True","True","True"
"2169","2169","17","id","True","True","True"
"Rhubarbarian","Rhubarbarian","17","beer_name","True","True","True"
"Cider","Cider","17","style","True","True","True"
"12.0 oz. Alumi-Tek","12","17","ounces","False","False","False"
"0.06","0.06","17","abv","True","True","True"
"N/A","","17","ibu","False","False","False"
"154","154","17","brewery_id","True","True","True"
"2 Towns Ciderhouse","2 Towns Ciderhouse","17","brewery_name","True","True","True"
"Corvallis","Corvallis","17","city","True","True","True"
"OR","OR","17","state","True","True","True"
"19","19","18","index","True","True","True"
"1502","1502","18","id","True","True","True"
"BrightCider","BrightCider","18","beer_name","True","True","True"
"Cider","Cider","18","style","True","True","True"
"12.0 ounce","12","18","ounces","False","False","False"
"0.06","0.06","18","abv","True","True","True"
"N/A","","18","ibu","False","False","False"
"154","154","18","brewery_id","True","True","True"
"2 Towns Ciderhouse","2 Towns Ciderhouse","18","brewery_name","True","True","True"
"Corvallis","Corvallis","18","city","True","True","True"
"OR","OR","18","state","True","True","True"
"20","20","19","index","True","True","True"
"1593","1593","19","id","True","True","True"
"He Said Baltic-Style Porter","He Said Baltic-Style Porter","19","beer_name","True","True","True"
"Baltic Porter","Baltic Porter","19","style","True","True","True"
"12.0 oz.","12","19","ounces","False","False","False"
"0.082","0.082","19","abv","True","True","True"
"N/A","","19","ibu","False","False","False"
"368","368","19","brewery_id","True","True","True"
"21st Amendment Brewery","21st Amendment Brewery","19","brewery_name","True","True","True"
"San Francisco","San Francisco","19","city","True","True","True"
"CA","CA","19","state","True","True","True"
"21","21","20","index","True","True","True"
"1592","1592","20","id","True","True","True"
"He Said Belgian-Style Tripel","He Said Belgian-Style Tripel","20","beer_name","True","True","True"
"Tripel","Tripel","20","style","True","True","True"
"12.0 oz.","12","20","ounces","False","False","False"
"0.082","0.082","20","abv","True","True","True"
"N/A","","20","ibu","False","False","False"
"368","368","20","brewery_id","True","True","True"
"21st Amendment Brewery","21st Amendment Brewery","20","brewery_name","True","True","True"
"San Francisco CA","San Francisco","20","city","False","False","False"
"","CA","20","state","False","False","False"
"22","22","21","index","True","True","True"
"1036","1036","21","id","True","True","True"
"Lower De Boom","Lower De Boom","21","beer_name","True","True","True"
"American Barleywine","American Barleywine","21","style","True","True","True"
"8.4 ounce","8.4","21","ounces","False","False","False"
"0.099","0.099","21","abv","True","True","True"
"92","92","21","ibu","True","True","True"
"368","368","21","brewery_id","True","True","True"
"21st Amendment Brewery","21st Amendment Brewery","21","brewery_name","True","True","True"
"San Francisco","San Francisco","21","city","True","True","True"
"CA","CA","21","state","True","True","True"
"23","23","22","index","True","True","True"
"1024","1024","22","id","True","True","True"
"Fireside Chat","Fireside Chat","22","beer_name","True","True","True"
"Winter Warmer","Winter Warmer","22","style","True","True","True"
"12.0 OZ.","12","22","ounces","False","False","False"
"0.079","0.079","22","abv","True","True","True"
"45","45","22","ibu","True","True","True"
"368","368","22","brewery_id","True","True","True"
"21st Amendment Brewery","21st Amendment Brewery","22","brewery_name","True","True","True"
"San Francisco","San Francisco","22","city","True","True","True"
"CA","CA","22","state","True","True","True"
"24","24","23","index","True","True","True"
"976","976","23","id","True","True","True"
"Marooned On Hog Island","Marooned On Hog Island","23","beer_name","True","True","True"
"American Stout","American Stout","23","style","True","True","True"
"12.0 oz.","12","23","ounces","False","False","False"
"0.079","0.079","23","abv","True","True","True"
"N/A","","23","ibu","False","False","False"
"368","368","23","brewery_id","True","True","True"
"21st Amendment Brewery","21st Amendment Brewery","23","brewery_name","True","True","True"
"San Francisco","San Francisco","23","city","True","True","True"
"CA","CA","23","state","True","True","True"
"25","25","24","index","True","True","True"
"876","876","24","id","True","True","True"
"Bitter American","Bitter American","24","beer_name","True","True","True"
"American Pale Ale (APA)","American Pale Ale (APA)","24","style","True","True","True"
"12.0 oz","12","24","ounces","False","False","False"
"0.044","0.044","24","abv","True","True","True"
"42","42","24","ibu","True","True","True"
"368","368","24","brewery_id","True","True","True"
"21st Amendment Brewery","21st Amendment Brewery","24","brewery_name","True","True","True"
"San Francisco","San Francisco","24","city","True","True","True"
"CA","CA","24","state","True","True","True"
"26","26","25","index","True","True","True"
"802","802","25","id","True","True","True"
"Hell or High Watermelon Wheat (2009)","Hell or High Watermelon Wheat (2009)","25","beer_name","True","True","True"
"Fruit / Vegetable Beer","Fruit / Vegetable Beer","25","style","True","True","True"
"12.0 ounce","12","25","ounces","False","False","False"
"0.049","0.049","25","abv","True","True","True"
"17","17","25","ibu","True","True","True"
"368","368","25","brewery_id","True","True","True"
"21st Amendment Brewery","21st Amendment Brewery","25","brewery_name","True","True","True"
"San Francisco","San Francisco","25","city","True","True","True"
"CA","CA","25","state","True","True","True"
"27","27","26","index","True","True","True"
"801","801","26","id","True","True","True"
"Hell or High Watermelon Wheat (2009)","Hell or High Watermelon Wheat (2009)","26","beer_name","True","True","True"
"Fruit / Vegetable Beer","Fruit / Vegetable Beer","26","style","True","True","True"
"12.0 oz.","12","26","ounces","False","False","False"
"0.049%","0.049","26","abv","False","False","False"
"17","17","26","ibu","True","True","True"
"368","368","26","brewery_id","True","True","True"
"21st Amendment Brewery","21st Amendment Brewery","26","brewery_name","True","True","True"
"San Francisco","San Francisco","26","city","True","True","True"
"CA","CA","26","state","True","True","True"
"28","28","27","index","True","True","True"
"800","800","27","id","True","True","True"
"21st Amendment Watermelon Wheat Beer (2006)","21st Amendment Watermelon Wheat Beer (2006)","27","beer_name","True","True","True"
"Fruit / Vegetable Beer","Fruit / Vegetable Beer","27","style","True","True","True"
"12.0 oz.","12","27","ounces","False","False","False"
"0.049","0.049","27","abv","True","True","True"
"17","17","27","ibu","True","True","True"
"368","368","27","brewery_id","True","True","True"
"21st Amendment Brewery","21st Amendment Brewery","27","brewery_name","True","True","True"
"San Francisco","San Francisco","27","city","True","True","True"
"CA","CA","27","state","True","True","True"
"29","29","28","index","True","True","True"
"799","799","28","id","True","True","True"
"21st Amendment IPA (2006)","21st Amendment IPA (2006)","28","beer_name","True","True","True"
"American IPA","American IPA","28","style","True","True","True"
"12.0 oz.","12","28","ounces","False","False","False"
"0.07","0.07","28","abv","True","True","True"
"70","70","28","ibu","True","True","True"
"368","368","28","brewery_id","True","True","True"
"21st Amendment Brewery","21st Amendment Brewery","28","brewery_name","True","True","True"
"San Francisco","San Francisco","28","city","True","True","True"
"CA","CA","28","state","True","True","True"
"30","30","29","index","True","True","True"
"797","797","29","id","True","True","True"
"Brew Free! or Die IPA (2008)","Brew Free! or Die IPA (2008)","29","beer_name","True","True","True"
"American IPA","American IPA","29","style","True","True","True"
"12.0 OZ.","12","29","ounces","False","False","False"
"0.07%","0.07","29","abv","False","False","False"
"70","70","29","ibu","True","True","True"
"368","368","29","brewery_id","True","True","True"
"21st Amendment Brewery","21st Amendment Brewery","29","brewery_name","True","True","True"
"San Francisco","San Francisco","29","city","True","True","True"
"CA","CA","29","state","True","True","True"
"31","31","30","index","True","True","True"
"796","796","30","id","True","True","True"
"Brew Free! or Die IPA (2009)","Brew Free! or Die IPA (2009)","30","beer_name","True","True","True"
"American IPA","American IPA","30","style","True","True","True"
"12.0 oz.","12","30","ounces","False","False","False"
"0.07%","0.07","30","abv","False","False","False"
"70","70","30","ibu","True","True","True"
"368","368","30","brewery_id","True","True","True"
"21st Amendment Brewery","21st Amendment Brewery","30","brewery_name","True","True","True"
"San Francisco","San Francisco","30","city","True","True","True"
"CA","CA","30","state","True","True","True"
"32","32","31","index","True","True","True"
"531","531","31","id","True","True","True"
"Special Edition: Allies Win The War!","Special Edition: Allies Win The War!","31","beer_name","True","True","True"
"English Strong Ale","English Strong Ale","31","style","True","True","True"
"12.0 oz.","12","31","ounces","False","False","False"
"0.085","0.085","31","abv","True","True","True"
"52","52","31","ibu","True","True","True"
"368","368","31","brewery_id","True","True","True"
"21st Amendment Brewery","21st Amendment Brewery","31","brewery_name","True","True","True"
"San Francisco","San Francisco","31","city","True","True","True"
"CA","CA","31","state","True","True","True"
"33","33","32","index","True","True","True"
"432","432","32","id","True","True","True"
"Hop Crisis","Hop Crisis","32","beer_name","True","True","True"
"American Double / Imperial IPA","American Double / Imperial IPA","32","style","True","True","True"
"12.0 oz.","12","32","ounces","False","False","False"
"0.097","0.097","32","abv","True","True","True"
"94","94","32","ibu","True","True","True"
"368","368","32","brewery_id","True","True","True"
"21st Amendment Brewery","21st Amendment Brewery","32","brewery_name","True","True","True"
"San Francisco","San Francisco","32","city","True","True","True"
"CA","CA","32","state","True","True","True"
"34","34","33","index","True","True","True"
"353","353","33","id","True","True","True"
"Bitter American (2011)","Bitter American (2011)","33","beer_name","True","True","True"
"American Pale Ale (APA)","American Pale Ale (APA)","33","style","True","True","True"
"12.0 oz","12","33","ounces","False","False","False"
"0.044","0.044","33","abv","True","True","True"
"42","42","33","ibu","True","True","True"
"368","368","33","brewery_id","True","True","True"
"21st Amendment Brewery","21st Amendment Brewery","33","brewery_name","True","True","True"
"San Francisco","San Francisco","33","city","True","True","True"
"CA","CA","33","state","True","True","True"
"35","35","34","index","True","True","True"
"321","321","34","id","True","True","True"
"Fireside Chat (2010)","Fireside Chat (2010)","34","beer_name","True","True","True"
"Winter Warmer","Winter Warmer","34","style","True","True","True"
"12.0 ounce","12","34","ounces","False","False","False"
"0.079%","0.079","34","abv","False","False","False"
"45","45","34","ibu","True","True","True"
"368","368","34","brewery_id","True","True","True"
"21st Amendment Brewery","21st Amendment Brewery","34","brewery_name","True","True","True"
"San Francisco","San Francisco","34","city","True","True","True"
"CA","CA","34","state","True","True","True"
"36","36","35","index","True","True","True"
"173","173","35","id","True","True","True"
"Back in Black","Back in Black","35","beer_name","True","True","True"
"American Black Ale","American Black Ale","35","style","True","True","True"
"12.0 ounce","12","35","ounces","False","False","False"
"0.068%","0.068","35","abv","False","False","False"
"65","65","35","ibu","True","True","True"
"368","368","35","brewery_id","True","True","True"
"21st Amendment Brewery","21st Amendment Brewery","35","brewery_name","True","True","True"
"San Francisco","San Francisco","35","city","True","True","True"
"CA","CA","35","state","True","True","True"
"37","37","36","index","True","True","True"
"11","11","36","id","True","True","True"
"Monk's Blood","Monk's Blood","36","beer_name","True","True","True"
"Belgian Dark Ale","Belgian Dark Ale","36","style","True","True","True"
"12.0 OZ.","12","36","ounces","False","False","False"
"0.083","0.083","36","abv","True","True","True"
"35","35","36","ibu","True","True","True"
"368","368","36","brewery_id","True","True","True"
"21st Amendment Brewery","21st Amendment Brewery","36","brewery_name","True","True","True"
"San Francisco","San Francisco","36","city","True","True","True"
"CA","CA","36","state","True","True","True"
"38","38","37","index","True","True","True"
"10","10","37","id","True","True","True"
"Brew Free! or Die IPA","Brew Free! or Die IPA","37","beer_name","True","True","True"
"American IPA","American IPA","37","style","True","True","True"
"12.0 oz.","12","37","ounces","False","False","False"
"0.07","0.07","37","abv","True","True","True"
"65","65","37","ibu","True","True","True"
"368","368","37","brewery_id","True","True","True"
"21st Amendment Brewery","21st Amendment Brewery","37","brewery_name","True","True","True"
"San Francisco","San Francisco","37","city","True","True","True"
"CA","CA","37","state","True","True","True"
"39","39","38","index","True","True","True"
"9","9","38","id","True","True","True"
"Hell or High Watermelon Wheat","Hell or High Watermelon Wheat","38","beer_name","True","True","True"
"Fruit / Vegetable Beer","Fruit / Vegetable Beer","38","style","True","True","True"
"12.0 oz.","12","38","ounces","False","False","False"
"0.049","0.049","38","abv","True","True","True"
"17","17","38","ibu","True","True","True"
"368","368","38","brewery_id","True","True","True"
"21st Amendment Brewery","21st Amendment Brewery","38","brewery_name","True","True","True"
"San Francisco","San Francisco","38","city","True","True","True"
"CA","CA","38","state","True","True","True"
"40","40","39","index","True","True","True"
"2519","2519","39","id","True","True","True"
"Bimini Twist","Bimini Twist","39","beer_name","True","True","True"
"American IPA","American IPA","39","style","True","True","True"
"12.0 ounce","12","39","ounces","False","False","False"
"0.07","0.07","39","abv","True","True","True"
"82","82","39","ibu","True","True","True"
"67","67","39","brewery_id","True","True","True"
"3 Daughters Brewing","3 Daughters Brewing","39","brewery_name","True","True","True"
"St Petersburg","St Petersburg","39","city","True","True","True"
"FL","FL","39","state","True","True","True"
"41","41","40","index","True","True","True"
"2518","2518","40","id","True","True","True"
"Beach Blonde","Beach Blonde","40","beer_name","True","True","True"
"American Blonde Ale","American Blonde Ale","40","style","True","True","True"
"12.0 oz.","12","40","ounces","False","False","False"
"0.05","0.05","40","abv","True","True","True"
"N/A","","40","ibu","False","False","False"
"67","67","40","brewery_id","True","True","True"
"3 Daughters Brewing","3 Daughters Brewing","40","brewery_name","True","True","True"
"St Petersburg","St Petersburg","40","city","True","True","True"
"FL","FL","40","state","True","True","True"
"42","42","41","index","True","True","True"
"2517","2517","41","id","True","True","True"
"Rod Bender Red","Rod Bender Red","41","beer_name","True","True","True"
"American Amber / Red Ale","American Amber / Red Ale","41","style","True","True","True"
"12.0 oz.","12","41","ounces","False","False","False"
"0.059","0.059","41","abv","True","True","True"
"N/A","","41","ibu","False","False","False"
"67","67","41","brewery_id","True","True","True"
"3 Daughters Brewing","3 Daughters Brewing","41","brewery_name","True","True","True"
"St Petersburg","St Petersburg","41","city","True","True","True"
"FL","FL","41","state","True","True","True"
"43","43","42","index","True","True","True"
"2545","2545","42","id","True","True","True"
"Passion Fruit Prussia","Passion Fruit Prussia","42","beer_name","True","True","True"
"Berliner Weissbier","Berliner Weissbier","42","style","True","True","True"
"12.0 oz","12","42","ounces","False","False","False"
"0.035","0.035","42","abv","True","True","True"
"11","11","42","ibu","True","True","True"
"60","60","42","brewery_id","True","True","True"
"4 Hands Brewing Company","4 Hands Brewing Company","42","brewery_name","True","True","True"
"Saint Louis","Saint Louis","42","city","True","True","True"
"MO","MO","42","state","True","True","True"
"44","44","43","index","True","True","True"
"2544","2544","43","id","True","True","True"
"Send Help","Send Help","43","beer_name","True","True","True"
"American Blonde Ale","American Blonde Ale","43","style","True","True","True"
"12.0 oz","12","43","ounces","False","False","False"
"0.045%","0.045","43","abv","False","False","False"
"18","18","43","ibu","True","True","True"
"60","60","43","brewery_id","True","True","True"
"4 Hands Brewing Company","4 Hands Brewing Company","43","brewery_name","True","True","True"
"Saint Louis","Saint Louis","43","city","True","True","True"
"MO","MO","43","state","True","True","True"
"45","45","44","index","True","True","True"
"2324","2324","44","id","True","True","True"
"Cast Iron Oatmeal Brown","Cast Iron Oatmeal Brown","44","beer_name","True","True","True"
"American Brown Ale","American Brown Ale","44","style","True","True","True"
"12.0 oz","12","44","ounces","False","False","False"
"0.055%","0.055","44","abv","False","False","False"
"N/A","","44","ibu","False","False","False"
"60","60","44","brewery_id","True","True","True"
"4 Hands Brewing Company","4 Hands Brewing Company","44","brewery_name","True","True","True"
"Saint Louis","Saint Louis","44","city","True","True","True"
"MO","MO","44","state","True","True","True"
"46","46","45","index","True","True","True"
"2288","2288","45","id","True","True","True"
"Reprise Centennial Red","Reprise Centennial Red","45","beer_name","True","True","True"
"American Amber / Red Ale","American Amber / Red Ale","45","style","True","True","True"
"12.0 oz.","12","45","ounces","False","False","False"
"0.06","0.06","45","abv","True","True","True"
"N/A","","45","ibu","False","False","False"
"60","60","45","brewery_id","True","True","True"
"4 Hands Brewing Company","4 Hands Brewing Company","45","brewery_name","True","True","True"
"Saint Louis","Saint Louis","45","city","True","True","True"
"MO","MO","45","state","True","True","True"
"47","47","46","index","True","True","True"
"2287","2287","46","id","True","True","True"
"Alter Ego","Alter Ego","46","beer_name","True","True","True"
"American Black Ale","American Black Ale","46","style","True","True","True"
"12.0 oz.","12","46","ounces","False","False","False"
"0.055%","0.055","46","abv","False","False","False"
"N/A","","46","ibu","False","False","False"
"60","60","46","brewery_id","True","True","True"
"4 Hands Brewing Company","4 Hands Brewing Company","46","brewery_name","True","True","True"
"Saint Louis","Saint Louis","46","city","True","True","True"
"MO","MO","46","state","True","True","True"
"48","48","47","index","True","True","True"
"2286","2286","47","id","True","True","True"
"Divided Sky","Divided Sky","47","beer_name","True","True","True"
"American IPA","American IPA","47","style","True","True","True"
"12.0 oz","12","47","ounces","False","False","False"
"0.065","0.065","47","abv","True","True","True"
"N/A","","47","ibu","False","False","False"
"60","60","47","brewery_id","True","True","True"
"4 Hands Brewing Company","4 Hands Brewing Company","47","brewery_name","True","True","True"
"Saint Louis MO","Saint Louis","47","city","False","False","False"
"","MO","47","state","False","False","False"
"49","49","48","index","True","True","True"
"2285","2285","48","id","True","True","True"
"Resurrected","Resurrected","48","beer_name","True","True","True"
"American IPA","American IPA","48","style","True","True","True"
"12.0 oz.","12","48","ounces","False","False","False"
"0.065","0.065","48","abv","True","True","True"
"N/A","","48","ibu","False","False","False"
"60","60","48","brewery_id","True","True","True"
"4 Hands Brewing Company","4 Hands Brewing Company","48","brewery_name","True","True","True"
"Saint Louis","Saint Louis","48","city","True","True","True"
"MO","MO","48","state","True","True","True"
"50","50","49","index","True","True","True"
"1870","1870","49","id","True","True","True"
"Contact High","Contact High","49","beer_name","True","True","True"
"American Pale Wheat Ale","American Pale Wheat Ale","49","style","True","True","True"
"12.0 oz.","12","49","ounces","False","False","False"
"0.05","0.05","49","abv","True","True","True"
"28","28","49","ibu","True","True","True"
"60","60","49","brewery_id","True","True","True"
"4 Hands Brewing Company","4 Hands Brewing Company","49","brewery_name","True","True","True"
"Saint Louis","Saint Louis","49","city","True","True","True"
"MO","MO","49","state","True","True","True"
"51","51","50","index","True","True","True"
"2603","2603","50","id","True","True","True"
"Galaxyfest","Galaxyfest","50","beer_name","True","True","True"
"American IPA","American IPA","50","style","True","True","True"
"16.0 ounce","16","50","ounces","False","False","False"
"0.065","0.065","50","abv","True","True","True"
"N/A","","50","ibu","False","False","False"
"27","27","50","brewery_id","True","True","True"
"450 North Brewing Company","450 North Brewing Company","50","brewery_name","True","True","True"
"Columbus","Columbus","50","city","True","True","True"
"IN","IN","50","state","True","True","True"
"52","52","51","index","True","True","True"
"2602","2602","51","id","True","True","True"
"Citrafest","Citrafest","51","beer_name","True","True","True"
"American IPA","American IPA","51","style","True","True","True"
"16.0 ounce","16","51","ounces","False","False","False"
"0.05","0.05","51","abv","True","True","True"
"45","45","51","ibu","True","True","True"
"27","27","51","brewery_id","True","True","True"
"450 North Brewing Company","450 North Brewing Company","51","brewery_name","True","True","True"
"Columbus","Columbus","51","city","True","True","True"
"IN","IN","51","state","True","True","True"
"53","53","52","index","True","True","True"
"2220","2220","52","id","True","True","True"
"Barn Yeti","Barn Yeti","52","beer_name","True","True","True"
"Belgian Strong Dark Ale","Belgian Strong Dark Ale","52","style","True","True","True"
"16.0 oz.","16","52","ounces","False","False","False"
"0.09","0.09","52","abv","True","True","True"
"N/A","","52","ibu","False","False","False"
"27","27","52","brewery_id","True","True","True"
"450 North Brewing Company","450 North Brewing Company","52","brewery_name","True","True","True"
"Columbus","Columbus","52","city","True","True","True"
"IN","IN","52","state","True","True","True"
"54","54","53","index","True","True","True"
"2219","2219","53","id","True","True","True"
"Scarecrow","Scarecrow","53","beer_name","True","True","True"
"American IPA","American IPA","53","style","True","True","True"
"16.0 oz.","16","53","ounces","False","False","False"
"0.069","0.069","53","abv","True","True","True"
"65","65","53","ibu","True","True","True"
"27","27","53","brewery_id","True","True","True"
