"id","article_title","article_language","journal_title","jounral_abbreviation","journal_issn","article_jvolumn","article_jissue","article_jcreated_at","article_pagination","author_list"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8325408101081848","0.8545649647712708","0.5418664813041687","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7334408760070801","0.8662492632865906","0.6680205464363098","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.830094039440155","0.8942931890487671","0.2646154463291168","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8688511848449707","0.8448437452316284","0.5943909287452698","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7552408576011658","0.8788817524909973","0.6001110076904297","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7943133115768433","0.8788817524909973","0.6287695169448853","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8595158457756042","0.9024783968925476","0.2646154463291168","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8247488737106323","0.8901414275169373","0.7125651836395264","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7943358421325684","0.8734934329986572","0.7110527753829956","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8294809460639954","0.011163156479597092","0.494018018245697","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8209359645843506","0.8662492632865906","0.5253980159759521","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.773697018623352","0.873327374458313","0.529159426689148","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8119454383850098","0.8662492632865906","0.5691452026367188","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8109202980995178","0.8662492632865906","0.614266574382782","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7552408576011658","0.8873464465141296","0.6587000489234924","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8340237140655518","0.873327374458313","0.562236487865448","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8693151473999023","0.8228856921195984","0.9993010759353638","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8575471639633179","0.8873464465141296","0.25045472383499146","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8575471639633179","0.8545649647712708","0.7436289191246033","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.825267493724823","0.8228856921195984","0.5691452026367188","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8209359645843506","0.8942931890487671","0.5053094029426575","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8729120492935181","0.8873464465141296","0.22226060926914215","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7943358421325684","0.8734934329986572","0.9993010759353638","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8434852957725525","0.011163156479597092","0.6001110076904297","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8729120492935181","0.8448437452316284","0.2253950536251068","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8080193400382996","0.8734934329986572","0.5053094029426575","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.876477837562561","0.8662492632865906","0.6619695425033569","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8001513481140137","0.8517571687698364","0.6868019700050354","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8385637998580933","0.8448437452316284","0.2520180642604828","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8578152656555176","0.9024783968925476","0.2253950536251068","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8693151473999023","0.873327374458313","0.6101040244102478","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8729120492935181","0.011163156479597092","0.2624554932117462","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8058648109436035","0.9024783968925476","0.611434817314148","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7918443083763123","0.8734934329986572","0.5418664813041687","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7943358421325684","0.8734934329986572","0.2253950536251068","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7944212555885315","0.8942931890487671","0.2624554932117462","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7334408760070801","0.8228856921195984","0.5007990002632141","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8080193400382996","0.8662492632865906","0.5490193963050842","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7929006814956665","0.8662492632865906","0.48744145035743713","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7500093579292297","0.8228856921195984","0.494018018245697","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8247488737106323","0.011163156479597092","0.6287695169448853","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7666335105895996","0.011163156479597092","0.529159426689148","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8058648109436035","0.8734934329986572","0.529159426689148","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8080193400382996","0.873327374458313","0.5053094029426575","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8346287608146667","0.873327374458313","0.543481171131134","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.875626266002655","0.873327374458313","0.7350596189498901","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8038223385810852","0.8662492632865906","0.37580007314682007","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.810336172580719","0.8662492632865906","0.5418664813041687","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8198096752166748","0.8228856921195984","0.2214767038822174","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.843837559223175","0.8545649647712708","0.5007990002632141","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8109202980995178","0.873327374458313","0.6775952577590942","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8831697702407837","0.8228856921195984","0.6001110076904297","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8595158457756042","0.873327374458313","0.48744145035743713","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8578152656555176","0.8873464465141296","0.5084487795829773","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7532936334609985","0.8901414275169373","0.3504360318183899","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8552340269088745","0.8788817524909973","0.529159426689148","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8385637998580933","0.8662492632865906","0.5053094029426575","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7987772226333618","0.8228856921195984","0.6142871379852295","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7532936334609985","0.873327374458313","0.494018018245697","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8705714344978333","0.8818532824516296","0.5007990002632141","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8080193400382996","0.8662492632865906","0.5691452026367188","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.773697018623352","0.8734934329986572","0.529159426689148","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7341625690460205","0.8818532824516296","0.25148338079452515","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7633776664733887","0.8228856921195984","0.5418664813041687","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8109202980995178","0.8228856921195984","0.6619695425033569","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8109202980995178","0.873327374458313","0.529159426689148","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8434852957725525","0.873327374458313","0.714141309261322","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.825267493724823","0.8228856921195984","0.5053094029426575","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7532936334609985","0.8818532824516296","0.6619695425033569","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8442391157150269","0.8517571687698364","0.48744145035743713","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8385637998580933","0.8228856921195984","0.6001110076904297","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.773697018623352","0.873327374458313","0.6101040244102478","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8109202980995178","0.8734934329986572","0.6287695169448853","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8729120492935181","0.8517571687698364","0.6215861439704895","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.77003413438797","0.873327374458313","0.614266574382782","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8346287608146667","0.873327374458313","0.6215861439704895","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7943358421325684","0.8734934329986572","0.9993010759353638","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8340237140655518","0.873327374458313","0.5691452026367188","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8209359645843506","0.8662492632865906","0.5007990002632141","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8346287608146667","0.8662492632865906","0.6606761813163757","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8442391157150269","0.8818532824516296","0.5691452026367188","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8340237140655518","0.8733272552490234","0.5936025977134705","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8595158457756042","0.873327374458313","0.5418664813041687","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8705714344978333","0.8662492632865906","0.5418664813041687","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.773697018623352","0.8662492632865906","0.6173629760742188","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.0001876495807664469","0.8662492632865906","0.5053094029426575","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.791111171245575","0.8788817524909973","0.6868019700050354","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.773697018623352","0.8873464465141296","0.6001110076904297","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8702839612960815","0.8734934329986572","0.6101040244102478","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7969515323638916","0.8818532824516296","0.48744145035743713","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8247488737106323","0.8818532824516296","0.5398026704788208","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7943358421325684","0.8734934329986572","0.9993010759353638","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8341829776763916","0.8228856921195984","0.6870350241661072","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8578152656555176","0.8734934329986572","0.5053094029426575","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.810336172580719","0.873327374458313","0.9993010759353638","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7943358421325684","0.8734934329986572","0.5206699371337891","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8005678057670593","0.8517571687698364","0.3504360318183899","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7195487022399902","0.8662492632865906","0.5418664813041687","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8578152656555176","0.011163156479597092","0.6001110076904297","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7334408760070801","0.8448437452316284","0.6001110076904297","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8080193400382996","0.8662492632865906","0.48744145035743713","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.825267493724823","0.8818532824516296","0.5253980159759521","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8341829776763916","0.8734934329986572","0.48744145035743713","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8166248202323914","0.8228856921195984","0.529159426689148","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8434852957725525","0.8818532824516296","0.6868019700050354","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.810336172580719","0.9024783968925476","0.9993010759353638","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7987772226333618","0.8545649647712708","0.6001110076904297","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8224377036094666","0.9024783968925476","0.5936025977134705","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7943358421325684","0.8734934329986572","0.9993010759353638","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7943358421325684","0.8734934329986572","0.9993010759353638","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8488290309906006","0.8228856921195984","0.494018018245697","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8617122769355774","0.8942931890487671","0.26564258337020874","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8575471639633179","0.8448437452316284","0.2734134793281555","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8248568773269653","0.873327374458313","0.494018018245697","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8688511848449707","0.8662492632865906","0.5691452026367188","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8729120492935181","0.8734934329986572","0.5691452026367188","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8038223385810852","0.8517571687698364","0.48744145035743713","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8452100157737732","0.8734934329986572","0.6287695169448853","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7943358421325684","0.8818532824516296","0.48744145035743713","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.875626266002655","0.9024783968925476","0.494018018245697","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8058648109436035","0.873327374458313","0.6775952577590942","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8080193400382996","0.8818532824516296","0.5418664813041687","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8431591987609863","0.8517571687698364","0.9993010759353638","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8519929647445679","0.8228856921195984","0.5691452026367188","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7334408760070801","0.8818532824516296","0.565637469291687","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8595158457756042","0.873327374458313","0.5338886380195618","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8058648109436035","0.8662492632865906","0.6101040244102478","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8956316709518433","0.8942931890487671","0.26564258337020874","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7942414879798889","0.8835917711257935","0.20792967081069946","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.825267493724823","0.9024783968925476","0.6619695425033569","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7633776664733887","0.8662492632865906","0.6870350241661072","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8452100157737732","0.8715478777885437","0.36823925375938416","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8442391157150269","0.8788817524909973","0.6287695169448853","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8058648109436035","0.011163156479597092","0.293220579624176","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7928872108459473","0.8818532824516296","0.6001110076904297","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8058648109436035","0.8662492632865906","0.5691452026367188","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8385637998580933","0.8448437452316284","0.9993010759353638","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7552408576011658","0.8517571687698364","0.5563948750495911","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.875626266002655","0.8734934329986572","0.5691452026367188","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8209359645843506","0.8734934329986572","0.48744145035743713","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.773697018623352","0.873327374458313","0.6587000489234924","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.831396222114563","0.8662492632865906","0.6101040244102478","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8340237140655518","0.8228856921195984","0.5053094029426575","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7341625690460205","0.8753392696380615","0.529159426689148","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7943358421325684","0.8545649647712708","0.6001110076904297","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7943358421325684","0.8734934329986572","0.9993010759353638","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8248568773269653","0.8545649647712708","0.6515476107597351","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8080193400382996","0.8662492632865906","0.494018018245697","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8575471639633179","0.9024783968925476","0.2624554932117462","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7552408576011658","0.8818532824516296","0.7350596189498901","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.825267493724823","0.8662492632865906","0.5594407916069031","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7875697612762451","0.011163156479597092","0.4141700267791748","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7868912220001221","0.8734934329986572","0.6215861439704895","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8729120492935181","0.8228856921195984","0.6287695169448853","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.830094039440155","0.8662492632865906","0.5691452026367188","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.791111171245575","0.8873464465141296","0.28525346517562866","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7943358421325684","0.8734934329986572","0.5691452026367188","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.0001876495807664469","0.011163156479597092","0.312089741230011","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7943358421325684","0.8734934329986572","0.9993010759353638","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8442391157150269","0.8545649647712708","0.6101040244102478","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8209359645843506","0.8517571687698364","0.5418664813041687","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8400018811225891","0.9024783968925476","0.5418664813041687","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7943358421325684","0.8734934329986572","0.9993010759353638","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7987772226333618","0.9024783968925476","0.5053094029426575","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7552408576011658","0.8662492632865906","0.5418664813041687","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8705714344978333","0.873327374458313","0.5053094029426575","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8352535367012024","0.8517571687698364","0.6001110076904297","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7969515323638916","0.8228856921195984","0.6287695169448853","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8271046876907349","0.9024783968925476","0.5936025977134705","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8038223385810852","0.8887208700180054","0.5416207313537598","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8340237140655518","0.873327374458313","0.5418664813041687","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8028789162635803","0.8734934329986572","0.6287695169448853","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.0001876495807664469","0.011163156479597092","0.3727439343929291","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8080193400382996","0.011163156479597092","0.5418664813041687","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7434375882148743","0.8228856921195984","0.7110527753829956","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8058648109436035","0.8818532824516296","0.5398026704788208","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8340237140655518","0.011163156479597092","0.2624554932117462","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7943358421325684","0.8734934329986572","0.6001110076904297","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8595158457756042","0.8788817524909973","0.6101040244102478","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7554503083229065","0.8517571687698364","0.5084487795829773","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8247488737106323","0.8228856921195984","0.6001110076904297","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8109202980995178","0.8228856921195984","0.6001110076904297","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7943358421325684","0.8734934329986572","0.9993010759353638","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7943358421325684","0.8734934329986572","0.9993010759353638","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8702839612960815","0.873327374458313","0.6587000489234924","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.0001876495807664469","0.011163156479597092","0.32340559363365173","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.825267493724823","0.9024783968925476","0.6001110076904297","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.807269811630249","0.8517571687698364","0.6868019700050354","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7770122289657593","0.8786288499832153","0.5594407916069031","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7943358421325684","0.8734934329986572","0.9993010759353638","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8552340269088745","0.8228856921195984","0.26564258337020874","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8385637998580933","0.8818532824516296","0.5418664813041687","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7665376663208008","0.873327374458313","0.7350596189498901","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8434852957725525","0.8228856921195984","0.529159426689148","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7944212555885315","0.8734934329986572","0.5053094029426575","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8325408101081848","0.8228856921195984","0.5084487795829773","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7944212555885315","0.9024783968925476","0.4049305319786072","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8575471639633179","0.8818532824516296","0.6619695425033569","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.825267493724823","0.8228856921195984","0.9993010759353638","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8271046876907349","0.8734934329986572","0.6287695169448853","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7943358421325684","0.8734934329986572","0.9993010759353638","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7943358421325684","0.8734934329986572","0.9993010759353638","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7554503083229065","0.8788817524909973","0.7350596189498901","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8209359645843506","0.873327374458313","0.5084487795829773","1.0","1.0"
