"id","article_title","article_language","journal_title","jounral_abbreviation","journal_issn","article_jvolumn","article_jissue","article_jcreated_at","article_pagination","author_list"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7232880592346191","0.0009681835072115064","0.49348828196525574","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.754350483417511","0.8736072778701782","0.49196746945381165","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8855170011520386","0.8276543021202087","0.7715607285499573","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8507286310195923","0.8578239679336548","0.6393901705741882","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7746774554252625","0.9144808650016785","0.33191365003585815","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8644115924835205","0.8500739336013794","0.501166820526123","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8145194053649902","0.8578239679336548","0.3204262852668762","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7929524779319763","0.9097779989242554","0.3378417491912842","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8053560256958008","0.9042612314224243","0.49348828196525574","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7746774554252625","0.8529718518257141","0.6116616725921631","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8454329371452332","0.9144808650016785","0.32787200808525085","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8141922950744629","0.8802692890167236","0.5700474977493286","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7354734539985657","0.8660528659820557","0.5442569255828857","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7611724138259888","0.8660528659820557","0.6287349462509155","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8640826940536499","0.8578239679336548","0.32787200808525085","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8505028486251831","0.9210410714149475","0.7402763962745667","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.754350483417511","0.8500739336013794","0.681630551815033","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8994781374931335","0.0009681835072115064","0.49196746945381165","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.866937518119812","0.8529718518257141","0.5230370759963989","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7581536769866943","0.8276543021202087","0.5208507180213928","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8119833469390869","0.8529718518257141","0.526436984539032","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8248281478881836","0.8529718518257141","0.5899931788444519","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7354734539985657","0.8988951444625854","0.6534560918807983","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.812025785446167","0.8276543021202087","0.546558678150177","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8092235326766968","0.8579294681549072","0.9991835951805115","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8456797003746033","0.8988951444625854","0.3017473816871643","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8456797003746033","0.9042612314224243","0.7715607285499573","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7929524779319763","0.8579294681549072","0.526436984539032","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.866937518119812","0.9144808650016785","0.4994446337223053","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7907674312591553","0.8988951444625854","0.32605278491973877","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.754350483417511","0.8500739336013794","0.9991835951805115","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7971088886260986","0.0009681835072115064","0.5442569255828857","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7907674312591553","0.8802692890167236","0.3041285574436188","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8043233156204224","0.8500739336013794","0.4994446337223053","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8218426704406738","0.8529718518257141","0.6817676424980164","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8401186466217041","0.8584076166152954","0.694333016872406","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.831332802772522","0.8802692890167236","0.29910963773727417","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8191196322441101","0.8578239679336548","0.3041285574436188","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8092235326766968","0.8276543021202087","0.6281960010528564","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7907674312591553","0.0009681835072115064","0.3204262852668762","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7720598578453064","0.8578239679336548","0.6105034351348877","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7232880592346191","0.8500739336013794","0.49348828196525574","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.754350483417511","0.8500739336013794","0.3041285574436188","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8471494913101196","0.9144808650016785","0.3204262852668762","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7746774554252625","0.8579294681549072","0.5248297452926636","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8043233156204224","0.8529718518257141","0.5128348469734192","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8609004616737366","0.8529718518257141","0.501166820526123","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8620007038116455","0.8579294681549072","0.49196746945381165","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8505028486251831","0.0009681835072115064","0.6287349462509155","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8933824896812439","0.0009681835072115064","0.5208507180213928","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7720598578453064","0.8500739336013794","0.5208507180213928","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8043233156204224","0.8276543021202087","0.4994446337223053","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8297374844551086","0.8276543021202087","0.5203101634979248","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8155540823936462","0.8276543021202087","0.7444189190864563","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8333488702774048","0.8529718518257141","0.4819827973842621","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.776046872138977","0.8529718518257141","0.49348828196525574","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8802451491355896","0.8579294681549072","0.30767732858657837","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8319477438926697","0.9042612314224243","0.5248297452926636","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8248281478881836","0.8276543021202087","0.7034170627593994","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.863717794418335","0.8579294681549072","0.5442569255828857","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8640826940536499","0.8276543021202087","0.501166820526123","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8191196322441101","0.8988951444625854","0.5032399296760559","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.6904874444007874","0.9210410714149475","0.4548795223236084","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8367961645126343","0.8660528659820557","0.5208507180213928","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.831332802772522","0.8529718518257141","0.4994446337223053","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8232267498970032","0.8579294681549072","0.6098102927207947","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.6904874444007874","0.8276543021202087","0.49196746945381165","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8507286310195923","0.8736072778701782","0.5248297452926636","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8043233156204224","0.8529718518257141","0.526436984539032","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7581536769866943","0.8500739336013794","0.5208507180213928","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7810918092727661","0.8736072778701782","0.32616642117500305","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.757830798625946","0.8579294681549072","0.49348828196525574","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8248281478881836","0.8579294681549072","0.6817676424980164","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8248281478881836","0.8276543021202087","0.5208507180213928","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7971088886260986","0.8276543021202087","0.7014567852020264","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7929524779319763","0.8579294681549072","0.4994446337223053","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.6904874444007874","0.8736072778701782","0.6817676424980164","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8145194053649902","0.8584076166152954","0.501166820526123","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.831332802772522","0.8579294681549072","0.5442569255828857","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7581536769866943","0.8276543021202087","0.6281960010528564","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8248281478881836","0.8500739336013794","0.6287349462509155","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7907674312591553","0.8584076166152954","0.64249587059021","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.9041774868965149","0.8276543021202087","0.5899931788444519","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8297374844551086","0.8276543021202087","0.64249587059021","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.754350483417511","0.8500739336013794","0.9991835951805115","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.812025785446167","0.8276543021202087","0.526436984539032","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.866937518119812","0.8529718518257141","0.5248297452926636","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8297374844551086","0.8529718518257141","0.6457405090332031","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8145194053649902","0.8736072778701782","0.526436984539032","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.812025785446167","0.8276543021202087","0.5498148202896118","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8640826940536499","0.8276543021202087","0.49348828196525574","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8507286310195923","0.8529718518257141","0.49348828196525574","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7581536769866943","0.8529718518257141","0.5895774960517883","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.0006982263294048607","0.8529718518257141","0.4994446337223053","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8641431331634521","0.8660528659820557","0.694333016872406","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7581536769866943","0.8988951444625854","0.5442569255828857","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8572189211845398","0.8500739336013794","0.6281960010528564","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.852307140827179","0.8736072778701782","0.501166820526123","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8505028486251831","0.8736072778701782","0.4966256320476532","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.754350483417511","0.8500739336013794","0.9991835951805115","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.828893780708313","0.8579294681549072","0.6613959670066833","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8191196322441101","0.8500739336013794","0.4994446337223053","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.776046872138977","0.8276543021202087","0.9991835951805115","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.754350483417511","0.8500739336013794","0.5068374872207642","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7837814092636108","0.8584076166152954","0.4548795223236084","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8608779907226562","0.8529718518257141","0.49348828196525574","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8191196322441101","0.0009681835072115064","0.5442569255828857","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7746774554252625","0.8802692890167236","0.5442569255828857","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8043233156204224","0.8529718518257141","0.501166820526123","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7929524779319763","0.8736072778701782","0.5230370759963989","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.828893780708313","0.8500739336013794","0.501166820526123","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7487475275993347","0.8579294681549072","0.5208507180213928","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7971088886260986","0.8736072778701782","0.694333016872406","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.776046872138977","0.8578239679336548","0.9991835951805115","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8232267498970032","0.9042612314224243","0.5442569255828857","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8349416851997375","0.8578239679336548","0.5498148202896118","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.754350483417511","0.8500739336013794","0.9991835951805115","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.754350483417511","0.8500739336013794","0.9991835951805115","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8829077482223511","0.8579294681549072","0.49196746945381165","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8223455548286438","0.9144808650016785","0.3094654679298401","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8456797003746033","0.8802692890167236","0.3274708390235901","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8563241362571716","0.8276543021202087","0.49196746945381165","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8141922950744629","0.8529718518257141","0.526436984539032","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7907674312591553","0.8500739336013794","0.526436984539032","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8333488702774048","0.8584076166152954","0.501166820526123","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8490970730781555","0.8500739336013794","0.6287349462509155","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.754350483417511","0.8736072778701782","0.501166820526123","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8155540823936462","0.8578239679336548","0.49196746945381165","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7720598578453064","0.8276543021202087","0.7034170627593994","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8043233156204224","0.8736072778701782","0.49348828196525574","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8556848764419556","0.8584076166152954","0.9991835951805115","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8479928374290466","0.8579294681549072","0.526436984539032","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7746774554252625","0.8736072778701782","0.525439977645874","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8640826940536499","0.8276543021202087","0.5031347870826721","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7720598578453064","0.8529718518257141","0.6281960010528564","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8319493532180786","0.9144808650016785","0.3094654679298401","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8923637866973877","0.8759784698486328","0.30105355381965637","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7929524779319763","0.8578239679336548","0.6817676424980164","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.757830798625946","0.8529718518257141","0.6613959670066833","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8490970730781555","0.9178459644317627","0.4725090563297272","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8145194053649902","0.8660528659820557","0.6287349462509155","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7720598578453064","0.0009681835072115064","0.33191365003585815","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8072162866592407","0.8736072778701782","0.5442569255828857","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7720598578453064","0.8529718518257141","0.526436984539032","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.831332802772522","0.8802692890167236","0.9991835951805115","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7354734539985657","0.8584076166152954","0.5303869247436523","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8155540823936462","0.8500739336013794","0.526436984539032","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.866937518119812","0.8500739336013794","0.501166820526123","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7581536769866943","0.8276543021202087","0.6534560918807983","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8517460227012634","0.8529718518257141","0.6281960010528564","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.812025785446167","0.8579294681549072","0.4994446337223053","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7810918092727661","0.8734888434410095","0.5208507180213928","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.754350483417511","0.9042612314224243","0.5442569255828857","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.754350483417511","0.8500739336013794","0.9991835951805115","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8563241362571716","0.9042612314224243","0.6393901705741882","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8043233156204224","0.8529718518257141","0.49196746945381165","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8456797003746033","0.8578239679336548","0.3204262852668762","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7354734539985657","0.8736072778701782","0.7444189190864563","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7929524779319763","0.8529718518257141","0.5057181715965271","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8427993059158325","0.0009681835072115064","0.4757244884967804","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8800457715988159","0.8500739336013794","0.64249587059021","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7907674312591553","0.8579294681549072","0.6287349462509155","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8454329371452332","0.8529718518257141","0.526436984539032","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8641431331634521","0.8988951444625854","0.32179027795791626","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.754350483417511","0.8500739336013794","0.526436984539032","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.0006982263294048607","0.0009681835072115064","0.40637341141700745","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.754350483417511","0.8500739336013794","0.9991835951805115","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8145194053649902","0.9042612314224243","0.6281960010528564","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.866937518119812","0.8584076166152954","0.49348828196525574","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.810272216796875","0.8578239679336548","0.49348828196525574","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.754350483417511","0.8500739336013794","0.9991835951805115","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8232267498970032","0.8578239679336548","0.4994446337223053","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7354734539985657","0.8529718518257141","0.49348828196525574","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8507286310195923","0.8276543021202087","0.4994446337223053","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8644115924835205","0.8584076166152954","0.5442569255828857","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.852307140827179","0.8579294681549072","0.6287349462509155","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8296233415603638","0.8578239679336548","0.5498148202896118","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8333488702774048","0.9097779989242554","0.5354554057121277","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.812025785446167","0.8276543021202087","0.49348828196525574","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8405017256736755","0.8500739336013794","0.6287349462509155","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.0006982263294048607","0.0009681835072115064","0.4724021852016449","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8043233156204224","0.0009681835072115064","0.49348828196525574","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8794398307800293","0.8579294681549072","0.681630551815033","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7720598578453064","0.8736072778701782","0.4966256320476532","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.812025785446167","0.0009681835072115064","0.3204262852668762","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.754350483417511","0.8500739336013794","0.5442569255828857","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8640826940536499","0.8660528659820557","0.6281960010528564","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8907912373542786","0.8584076166152954","0.5032399296760559","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8505028486251831","0.8579294681549072","0.5442569255828857","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8248281478881836","0.8579294681549072","0.5442569255828857","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.754350483417511","0.8500739336013794","0.9991835951805115","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.754350483417511","0.8500739336013794","0.9991835951805115","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8572189211845398","0.8276543021202087","0.6534560918807983","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.0006982263294048607","0.0009681835072115064","0.39831653237342834","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7929524779319763","0.8578239679336548","0.5442569255828857","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8538399934768677","0.8584076166152954","0.694333016872406","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8672508001327515","0.8921345472335815","0.5057181715965271","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.754350483417511","0.8500739336013794","0.9991835951805115","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8367961645126343","0.8579294681549072","0.3094654679298401","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.831332802772522","0.8736072778701782","0.49348828196525574","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8313962817192078","0.8276543021202087","0.7444189190864563","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7971088886260986","0.8579294681549072","0.5208507180213928","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8471494913101196","0.8500739336013794","0.4994446337223053","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8053560256958008","0.8579294681549072","0.5032399296760559","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8471494913101196","0.8578239679336548","0.47815757989883423","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8456797003746033","0.8736072778701782","0.6817676424980164","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.7929524779319763","0.8579294681549072","0.9991835951805115","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8296233415603638","0.8500739336013794","0.6287349462509155","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.754350483417511","0.8500739336013794","0.9991835951805115","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.754350483417511","0.8500739336013794","0.9991835951805115","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8907912373542786","0.8660528659820557","0.7444189190864563","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.866937518119812","0.8276543021202087","0.5032399296760559","1.0","1.0"
